tool	rank	metric	sample	value
motus1.1	superkingdom	Bray-Curtis distance	35	0.0
motus1.1	phylum	Bray-Curtis distance	35	0.06137994836495261
motus1.1	class	Bray-Curtis distance	35	0.07158151368793145
motus1.1	order	Bray-Curtis distance	35	0.07171399207283422
motus1.1	family	Bray-Curtis distance	35	0.08847302413559649
motus1.1	genus	Bray-Curtis distance	35	0.10430221147493902
motus1.1	species	Bray-Curtis distance	35	0.6084637599051002
motus1.1	superkingdom	Shannon diversity	35	0.0
motus1.1	superkingdom	Shannon equitability	35	0.0
motus1.1	phylum	Shannon diversity	35	0.2560361274826487
motus1.1	phylum	Shannon equitability	35	0.23305412666833647
motus1.1	class	Shannon diversity	35	0.5450069980745131
motus1.1	class	Shannon equitability	35	0.2620929644572937
motus1.1	order	Shannon diversity	35	0.5458813868426886
motus1.1	order	Shannon equitability	35	0.21967883054651588
motus1.1	family	Shannon diversity	35	0.690751416804986
motus1.1	family	Shannon equitability	35	0.2072956250721439
motus1.1	genus	Shannon diversity	35	0.7642381340126477
motus1.1	genus	Shannon equitability	35	0.19158716231790615
motus1.1	species	Shannon diversity	35	2.2418323995444687
motus1.1	species	Shannon equitability	35	0.4957844360355982
motus1.1	superkingdom	True positives	35	1.0
motus1.1	superkingdom	False negatives	35	0.0
motus1.1	superkingdom	False positives	35	0.0
motus1.1	superkingdom	Purity (precision)	35	1.0
motus1.1	superkingdom	Completeness (recall)	35	1.0
motus1.1	superkingdom	F1 score	35	1.0
motus1.1	superkingdom	Jaccard index	35	1.0
motus1.1	superkingdom	Taxon counts	35	1.0
motus1.1	phylum	True positives	35	3.0
motus1.1	phylum	False negatives	35	1.0
motus1.1	phylum	False positives	35	0.0
motus1.1	phylum	Purity (precision)	35	1.0
motus1.1	phylum	Completeness (recall)	35	0.75
motus1.1	phylum	F1 score	35	0.8571428571428571
motus1.1	phylum	Jaccard index	35	0.75
motus1.1	phylum	Taxon counts	35	3.0
motus1.1	class	True positives	35	8.0
motus1.1	class	False negatives	35	2.0
motus1.1	class	False positives	35	0.0
motus1.1	class	Purity (precision)	35	1.0
motus1.1	class	Completeness (recall)	35	0.8
motus1.1	class	F1 score	35	0.888888888888889
motus1.1	class	Jaccard index	35	0.8
motus1.1	class	Taxon counts	35	8.0
motus1.1	order	True positives	35	9.0
motus1.1	order	False negatives	35	2.0
motus1.1	order	False positives	35	3.0
motus1.1	order	Purity (precision)	35	0.75
motus1.1	order	Completeness (recall)	35	0.8181818181818182
motus1.1	order	F1 score	35	0.7826086956521738
motus1.1	order	Jaccard index	35	0.6428571428571429
motus1.1	order	Taxon counts	35	12.0
motus1.1	family	True positives	35	14.0
motus1.1	family	False negatives	35	4.0
motus1.1	family	False positives	35	14.0
motus1.1	family	Purity (precision)	35	0.5
motus1.1	family	Completeness (recall)	35	0.7777777777777778
motus1.1	family	F1 score	35	0.6086956521739131
motus1.1	family	Jaccard index	35	0.4375
motus1.1	family	Taxon counts	35	28.0
motus1.1	genus	True positives	35	20.0
motus1.1	genus	False negatives	35	9.0
motus1.1	genus	False positives	35	34.0
motus1.1	genus	Purity (precision)	35	0.37037037037037035
motus1.1	genus	Completeness (recall)	35	0.6896551724137931
motus1.1	genus	F1 score	35	0.48192771084337355
motus1.1	genus	Jaccard index	35	0.31746031746031744
motus1.1	genus	Taxon counts	35	54.0
motus1.1	species	True positives	35	26.0
motus1.1	species	False negatives	35	37.0
motus1.1	species	False positives	35	66.0
motus1.1	species	Purity (precision)	35	0.2826086956521739
motus1.1	species	Completeness (recall)	35	0.4126984126984127
motus1.1	species	F1 score	35	0.3354838709677419
motus1.1	species	Jaccard index	35	0.20155038759689922
motus1.1	species	Taxon counts	35	92.0
motus1.1	strain	True positives	35	0.0
motus1.1	strain	False negatives	35	68.0
motus1.1	strain	False positives	35	0.0
motus1.1	strain	Purity (precision)	35	0.0
motus1.1	strain	Completeness (recall)	35	0.0
motus1.1	strain	Jaccard index	35	0.0
motus1.1	strain	Taxon counts	35	0.0
motus1.1	superkingdom	L1 norm error	35	0.0
motus1.1	phylum	L1 norm error	35	0.12275989672990523
motus1.1	class	L1 norm error	35	0.14316302737586287
motus1.1	order	L1 norm error	35	0.1434279841456684
motus1.1	family	L1 norm error	35	0.17694604827119295
motus1.1	genus	L1 norm error	35	0.20860442294987794
motus1.1	species	L1 norm error	35	1.2169275198102008
motus1.1	na	Weighted UniFrac error	35	3.3292871256967955
motus1.1	na	Unweighted UniFrac error	35	1593.331738648397
motus1.1	superkingdom	Bray-Curtis distance	36	0.0
motus1.1	phylum	Bray-Curtis distance	36	0.11915954688514954
motus1.1	class	Bray-Curtis distance	36	0.15207674213903927
motus1.1	order	Bray-Curtis distance	36	0.159323464710074
motus1.1	family	Bray-Curtis distance	36	0.2613041515573312
motus1.1	genus	Bray-Curtis distance	36	0.43179654303746073
motus1.1	species	Bray-Curtis distance	36	0.7008644877338213
motus1.1	superkingdom	Shannon diversity	36	0.0
motus1.1	superkingdom	Shannon equitability	36	0.0
motus1.1	phylum	Shannon diversity	36	0.9885453145337866
motus1.1	phylum	Shannon equitability	36	0.6142177383150612
motus1.1	class	Shannon diversity	36	1.2813886289789356
motus1.1	class	Shannon equitability	36	0.5565000107391249
motus1.1	order	Shannon diversity	36	1.288272607532513
motus1.1	order	Shannon equitability	36	0.4757196181253103
motus1.1	family	Shannon diversity	36	1.9456561660899185
motus1.1	family	Shannon equitability	36	0.5720503539665439
motus1.1	genus	Shannon diversity	36	2.7018272261865355
motus1.1	genus	Shannon equitability	36	0.6773221438460323
motus1.1	species	Shannon diversity	36	3.4523072476860324
motus1.1	species	Shannon equitability	36	0.7223724711575404
motus1.1	superkingdom	True positives	36	1.0
motus1.1	superkingdom	False negatives	36	0.0
motus1.1	superkingdom	False positives	36	0.0
motus1.1	superkingdom	Purity (precision)	36	1.0
motus1.1	superkingdom	Completeness (recall)	36	1.0
motus1.1	superkingdom	F1 score	36	1.0
motus1.1	superkingdom	Jaccard index	36	1.0
motus1.1	superkingdom	Taxon counts	36	1.0
motus1.1	phylum	True positives	36	4.0
motus1.1	phylum	False negatives	36	0.0
motus1.1	phylum	False positives	36	1.0
motus1.1	phylum	Purity (precision)	36	0.8
motus1.1	phylum	Completeness (recall)	36	1.0
motus1.1	phylum	F1 score	36	0.888888888888889
motus1.1	phylum	Jaccard index	36	0.8
motus1.1	phylum	Taxon counts	36	5.0
motus1.1	class	True positives	36	9.0
motus1.1	class	False negatives	36	2.0
motus1.1	class	False positives	36	1.0
motus1.1	class	Purity (precision)	36	0.9
motus1.1	class	Completeness (recall)	36	0.8181818181818182
motus1.1	class	F1 score	36	0.8571428571428572
motus1.1	class	Jaccard index	36	0.75
motus1.1	class	Taxon counts	36	10.0
motus1.1	order	True positives	36	10.0
motus1.1	order	False negatives	36	5.0
motus1.1	order	False positives	36	5.0
motus1.1	order	Purity (precision)	36	0.6666666666666666
motus1.1	order	Completeness (recall)	36	0.6666666666666666
motus1.1	order	F1 score	36	0.6666666666666666
motus1.1	order	Jaccard index	36	0.5
motus1.1	order	Taxon counts	36	15.0
motus1.1	family	True positives	36	18.0
motus1.1	family	False negatives	36	10.0
motus1.1	family	False positives	36	12.0
motus1.1	family	Purity (precision)	36	0.6
motus1.1	family	Completeness (recall)	36	0.6428571428571429
motus1.1	family	F1 score	36	0.6206896551724138
motus1.1	family	Jaccard index	36	0.45
motus1.1	family	Taxon counts	36	30.0
motus1.1	genus	True positives	36	33.0
motus1.1	genus	False negatives	36	35.0
motus1.1	genus	False positives	36	21.0
motus1.1	genus	Purity (precision)	36	0.6111111111111112
motus1.1	genus	Completeness (recall)	36	0.4852941176470588
motus1.1	genus	F1 score	36	0.540983606557377
motus1.1	genus	Jaccard index	36	0.3707865168539326
motus1.1	genus	Taxon counts	36	54.0
motus1.1	species	True positives	36	56.0
motus1.1	species	False negatives	36	137.0
motus1.1	species	False positives	36	63.0
motus1.1	species	Purity (precision)	36	0.47058823529411764
motus1.1	species	Completeness (recall)	36	0.29015544041450775
motus1.1	species	F1 score	36	0.3589743589743589
motus1.1	species	Jaccard index	36	0.21875
motus1.1	species	Taxon counts	36	119.0
motus1.1	strain	True positives	36	0.0
motus1.1	strain	False negatives	36	235.0
motus1.1	strain	False positives	36	0.0
motus1.1	strain	Purity (precision)	36	0.0
motus1.1	strain	Completeness (recall)	36	0.0
motus1.1	strain	Jaccard index	36	0.0
motus1.1	strain	Taxon counts	36	0.0
motus1.1	superkingdom	L1 norm error	36	0.0
motus1.1	phylum	L1 norm error	36	0.23831909377029908
motus1.1	class	L1 norm error	36	0.3041534842780784
motus1.1	order	L1 norm error	36	0.318646929420148
motus1.1	family	L1 norm error	36	0.5226083031146626
motus1.1	genus	L1 norm error	36	0.8635930860749216
motus1.1	species	L1 norm error	36	1.4017289754676432
motus1.1	na	Weighted UniFrac error	36	5.205885395809471
motus1.1	na	Unweighted UniFrac error	36	2578.3074837689896
motus1.1	superkingdom	Bray-Curtis distance	37	0.0
motus1.1	phylum	Bray-Curtis distance	37	0.014407559556426936
motus1.1	class	Bray-Curtis distance	37	0.019666477676871352
motus1.1	order	Bray-Curtis distance	37	0.04125432429469734
motus1.1	family	Bray-Curtis distance	37	0.1557524129035198
motus1.1	genus	Bray-Curtis distance	37	0.36383426937305446
motus1.1	species	Bray-Curtis distance	37	0.6759062206661627
motus1.1	superkingdom	Shannon diversity	37	0.0
motus1.1	superkingdom	Shannon equitability	37	0.0
motus1.1	phylum	Shannon diversity	37	0.6603494360366706
motus1.1	phylum	Shannon equitability	37	0.4102981736263213
motus1.1	class	Shannon diversity	37	1.0972126368645625
motus1.1	class	Shannon equitability	37	0.4993629910123961
motus1.1	order	Shannon diversity	37	1.0980485042535375
motus1.1	order	Shannon equitability	37	0.4418872251588274
motus1.1	family	Shannon diversity	37	1.7235695863364442
motus1.1	family	Shannon equitability	37	0.5496963054756246
motus1.1	genus	Shannon diversity	37	2.4997342590452054
motus1.1	genus	Shannon equitability	37	0.6605732008353152
motus1.1	species	Shannon diversity	37	3.404098365556816
motus1.1	species	Shannon equitability	37	0.7110400494557658
motus1.1	superkingdom	True positives	37	1.0
motus1.1	superkingdom	False negatives	37	0.0
motus1.1	superkingdom	False positives	37	0.0
motus1.1	superkingdom	Purity (precision)	37	1.0
motus1.1	superkingdom	Completeness (recall)	37	1.0
motus1.1	superkingdom	F1 score	37	1.0
motus1.1	superkingdom	Jaccard index	37	1.0
motus1.1	superkingdom	Taxon counts	37	1.0
motus1.1	phylum	True positives	37	4.0
motus1.1	phylum	False negatives	37	0.0
motus1.1	phylum	False positives	37	1.0
motus1.1	phylum	Purity (precision)	37	0.8
motus1.1	phylum	Completeness (recall)	37	1.0
motus1.1	phylum	F1 score	37	0.888888888888889
motus1.1	phylum	Jaccard index	37	0.8
motus1.1	phylum	Taxon counts	37	5.0
motus1.1	class	True positives	37	8.0
motus1.1	class	False negatives	37	2.0
motus1.1	class	False positives	37	1.0
motus1.1	class	Purity (precision)	37	0.8888888888888888
motus1.1	class	Completeness (recall)	37	0.8
motus1.1	class	F1 score	37	0.8421052631578948
motus1.1	class	Jaccard index	37	0.7272727272727273
motus1.1	class	Taxon counts	37	9.0
motus1.1	order	True positives	37	9.0
motus1.1	order	False negatives	37	3.0
motus1.1	order	False positives	37	3.0
motus1.1	order	Purity (precision)	37	0.75
motus1.1	order	Completeness (recall)	37	0.75
motus1.1	order	F1 score	37	0.75
motus1.1	order	Jaccard index	37	0.6
motus1.1	order	Taxon counts	37	12.0
motus1.1	family	True positives	37	18.0
motus1.1	family	False negatives	37	9.0
motus1.1	family	False positives	37	5.0
motus1.1	family	Purity (precision)	37	0.782608695652174
motus1.1	family	Completeness (recall)	37	0.6666666666666666
motus1.1	family	F1 score	37	0.72
motus1.1	family	Jaccard index	37	0.5625
motus1.1	family	Taxon counts	37	23.0
motus1.1	genus	True positives	37	35.0
motus1.1	genus	False negatives	37	42.0
motus1.1	genus	False positives	37	9.0
motus1.1	genus	Purity (precision)	37	0.7954545454545454
motus1.1	genus	Completeness (recall)	37	0.45454545454545453
motus1.1	genus	F1 score	37	0.5785123966942148
motus1.1	genus	Jaccard index	37	0.4069767441860465
motus1.1	genus	Taxon counts	37	44.0
motus1.1	species	True positives	37	64.0
motus1.1	species	False negatives	37	148.0
motus1.1	species	False positives	37	56.0
motus1.1	species	Purity (precision)	37	0.5333333333333333
motus1.1	species	Completeness (recall)	37	0.3018867924528302
motus1.1	species	F1 score	37	0.38554216867469876
motus1.1	species	Jaccard index	37	0.23880597014925373
motus1.1	species	Taxon counts	37	120.0
motus1.1	strain	True positives	37	0.0
motus1.1	strain	False negatives	37	254.0
motus1.1	strain	False positives	37	0.0
motus1.1	strain	Purity (precision)	37	0.0
motus1.1	strain	Completeness (recall)	37	0.0
motus1.1	strain	Jaccard index	37	0.0
motus1.1	strain	Taxon counts	37	0.0
motus1.1	superkingdom	L1 norm error	37	0.0
motus1.1	phylum	L1 norm error	37	0.028815119112853872
motus1.1	class	L1 norm error	37	0.03933295535374271
motus1.1	order	L1 norm error	37	0.08250864858939468
motus1.1	family	L1 norm error	37	0.3115048258070397
motus1.1	genus	L1 norm error	37	0.7276685387461089
motus1.1	species	L1 norm error	37	1.3518124413323265
motus1.1	na	Weighted UniFrac error	37	3.731464353062018
motus1.1	na	Unweighted UniFrac error	37	2327.7812485090985
motus1.1	superkingdom	Bray-Curtis distance	38	0.0
motus1.1	phylum	Bray-Curtis distance	38	0.044558022999493255
motus1.1	class	Bray-Curtis distance	38	0.05374401972676218
motus1.1	order	Bray-Curtis distance	38	0.05893036236310037
motus1.1	family	Bray-Curtis distance	38	0.06803894942798952
motus1.1	genus	Bray-Curtis distance	38	0.0982171243729727
motus1.1	species	Bray-Curtis distance	38	0.6921346153486174
motus1.1	superkingdom	Shannon diversity	38	0.0
motus1.1	superkingdom	Shannon equitability	38	0.0
motus1.1	phylum	Shannon diversity	38	0.4313890486415551
motus1.1	phylum	Shannon equitability	38	0.31118142058448967
motus1.1	class	Shannon diversity	38	0.7205721918338912
motus1.1	class	Shannon equitability	38	0.3279465373118431
motus1.1	order	Shannon diversity	38	0.7224384890058074
motus1.1	order	Shannon equitability	38	0.3137510492897452
motus1.1	family	Shannon diversity	38	0.9559795882955132
motus1.1	family	Shannon equitability	38	0.2969917574669587
motus1.1	genus	Shannon diversity	38	0.9384798585722346
motus1.1	genus	Shannon equitability	38	0.2510868948880662
motus1.1	species	Shannon diversity	38	2.5354942131070928
motus1.1	species	Shannon equitability	38	0.5517797785041078
motus1.1	superkingdom	True positives	38	1.0
motus1.1	superkingdom	False negatives	38	0.0
motus1.1	superkingdom	False positives	38	0.0
motus1.1	superkingdom	Purity (precision)	38	1.0
motus1.1	superkingdom	Completeness (recall)	38	1.0
motus1.1	superkingdom	F1 score	38	1.0
motus1.1	superkingdom	Jaccard index	38	1.0
motus1.1	superkingdom	Taxon counts	38	1.0
motus1.1	phylum	True positives	38	4.0
motus1.1	phylum	False negatives	38	0.0
motus1.1	phylum	False positives	38	0.0
motus1.1	phylum	Purity (precision)	38	1.0
motus1.1	phylum	Completeness (recall)	38	1.0
motus1.1	phylum	F1 score	38	1.0
motus1.1	phylum	Jaccard index	38	1.0
motus1.1	phylum	Taxon counts	38	4.0
motus1.1	class	True positives	38	8.0
motus1.1	class	False negatives	38	1.0
motus1.1	class	False positives	38	1.0
motus1.1	class	Purity (precision)	38	0.8888888888888888
motus1.1	class	Completeness (recall)	38	0.8888888888888888
motus1.1	class	F1 score	38	0.8888888888888888
motus1.1	class	Jaccard index	38	0.8
motus1.1	class	Taxon counts	38	9.0
motus1.1	order	True positives	38	9.0
motus1.1	order	False negatives	38	2.0
motus1.1	order	False positives	38	1.0
motus1.1	order	Purity (precision)	38	0.9
motus1.1	order	Completeness (recall)	38	0.8181818181818182
motus1.1	order	F1 score	38	0.8571428571428572
motus1.1	order	Jaccard index	38	0.75
motus1.1	order	Taxon counts	38	10.0
motus1.1	family	True positives	38	17.0
motus1.1	family	False negatives	38	7.0
motus1.1	family	False positives	38	8.0
motus1.1	family	Purity (precision)	38	0.68
motus1.1	family	Completeness (recall)	38	0.7083333333333334
motus1.1	family	F1 score	38	0.6938775510204083
motus1.1	family	Jaccard index	38	0.53125
motus1.1	family	Taxon counts	38	25.0
motus1.1	genus	True positives	38	25.0
motus1.1	genus	False negatives	38	18.0
motus1.1	genus	False positives	38	17.0
motus1.1	genus	Purity (precision)	38	0.5952380952380952
motus1.1	genus	Completeness (recall)	38	0.5813953488372093
motus1.1	genus	F1 score	38	0.5882352941176471
motus1.1	genus	Jaccard index	38	0.4166666666666667
motus1.1	genus	Taxon counts	38	42.0
motus1.1	species	True positives	38	40.0
motus1.1	species	False negatives	38	57.0
motus1.1	species	False positives	38	59.0
motus1.1	species	Purity (precision)	38	0.40404040404040403
motus1.1	species	Completeness (recall)	38	0.41237113402061853
motus1.1	species	F1 score	38	0.4081632653061224
motus1.1	species	Jaccard index	38	0.2564102564102564
motus1.1	species	Taxon counts	38	99.0
motus1.1	strain	True positives	38	0.0
motus1.1	strain	False negatives	38	113.0
motus1.1	strain	False positives	38	0.0
motus1.1	strain	Purity (precision)	38	0.0
motus1.1	strain	Completeness (recall)	38	0.0
motus1.1	strain	Jaccard index	38	0.0
motus1.1	strain	Taxon counts	38	0.0
motus1.1	superkingdom	L1 norm error	38	0.0
motus1.1	phylum	L1 norm error	38	0.08911604599898652
motus1.1	class	L1 norm error	38	0.10748803945352435
motus1.1	order	L1 norm error	38	0.1178607247262007
motus1.1	family	L1 norm error	38	0.13607789885597904
motus1.1	genus	L1 norm error	38	0.19643424874594545
motus1.1	species	L1 norm error	38	1.384269230697234
motus1.1	na	Weighted UniFrac error	38	3.4323969113589605
motus1.1	na	Unweighted UniFrac error	38	1674.504808840642
motus1.1	superkingdom	Bray-Curtis distance	39	0.0
motus1.1	phylum	Bray-Curtis distance	39	0.2797672385160851
motus1.1	class	Bray-Curtis distance	39	0.3222538500279657
motus1.1	order	Bray-Curtis distance	39	0.32231327779316554
motus1.1	family	Bray-Curtis distance	39	0.41693947840222534
